index,Area,Branch,Address,lat,lng
53,강남구,코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) O103호,37.5101935,127.0585824
54,강남구,역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동),37.4941005,127.0330019
55,강남구,한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",37.4966281,127.055214
56,강남구,청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,37.5236351,127.0468651
57,강남구,서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,37.5148904,127.0357573
58,강남구,도곡역,서울특별시 강남구 남부순환로 2909 (대치동),37.4921442,127.0573977
59,강남구,신사역,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,37.516159,127.020635
60,강남구,을지병원사거리,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",37.5189305,127.0346042
61,강남구,포스코사거리,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,37.5075307,127.0574271
62,강남구,대치사거리,서울특별시 강남구 삼성로 402 (대치동),37.5033312,127.0588167
63,강남구,학동사거리,서울특별시 강남구 도산대로 328 (논현동),37.5223645,127.0379543
64,강남구,강남우성,서울특별시 강남구 강남대로 328 (역삼동),37.4999072,127.0373932
65,강남구,청담스타R,서울특별시 강남구 도산대로57길 24 (청담동),37.5252162,127.0418275
66,강남구,신사가로수,서울특별시 강남구 가로수길 59,37.524609,127.022951
67,강남구,압구정,서울특별시 강남구 압구정로30길 17 (신사동),37.5262829,127.0295602
68,강남구,청담영동대로,서울특별시 강남구 영동대로 720 (청담동),37.522156,127.0564489
69,강남구,대치은마사거리,서울특별시 강남구 도곡로 457 (대치동),37.4989728,127.060172
70,강남구,강남R,서울특별시 강남구 강남대로 390 (역삼동),37.4999072,127.0373932
71,강남구,도곡공원,서울특별시 강남구 도곡로 205 (역삼동),37.493073,127.0412545
72,강남구,강남구청정문,서울특별시 강남구 학동로 419 (청담동),37.5182675,127.0459628
73,강남구,스타필드코엑스몰R,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,37.5116828,127.059151
74,강남구,강남오거리,서울특별시 강남구 봉은사로2길 39 (역삼동),37.5020667,127.0266414
75,강남구,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동),37.5112773,127.048547
76,강남구,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동),37.5053116,127.0503634
77,강남구,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동),37.4898434,127.0438136
78,강남구,수서역R,서울특별시 강남구 광평로 281 (수서동),37.4879723,127.1026505
79,강남구,압구정R,서울특별시 강남구 언주로 861 (신사동),37.5226879,127.0252724
80,강남구,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동),37.5075512,127.060561
81,강남구,코엑스별마당,서울특별시 강남구 영동대로 513 (삼성동),37.5101935,127.0585824
82,강남구,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동),37.5227934,127.0286009
83,강남구,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동),37.5149998,127.0631169
84,강남구,대치재경빌딩R,서울특별시 강남구 남부순환로 2947 (대치동),37.4945186,127.0626332
85,강남구,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동),37.499549,127.0316604
86,강남구,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동),37.5135304,127.0315341
87,강남구,논현역사거리,서울특별시 강남구 강남대로 538 (논현동),37.5135304,127.0315341
88,강남구,역삼아레나빌딩,서울특별시 강남구 언주로 425 (역삼동),37.4999072,127.0373932
89,강동구,천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스,37.5346947,127.1372348
90,강동구,올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동),37.5241832,127.1286775
91,강동구,강일역,"서울특별시 강동구 고덕로 429 (강일동), 1층",37.5466804,127.172734
92,강동구,천호사거리,서울특별시 강동구 올림픽로 651 (천호동),37.5397441,127.1232777
93,강동구,상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",37.5576095,127.1699516
94,강동구,명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,37.5539562,127.1559803
95,강동구,천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",37.5378216,127.1242994
96,강동구,상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",37.5530573,127.1724614
97,강동구,길동역,서울특별시 강동구 양재대로 1487 (길동),37.5386789,127.1400495
98,강동구,천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,37.5495667,127.1370159
99,강동구,천호로데오,서울특별시 강동구 천호대로 1037 (천호동),37.5378069,127.1273094
100,강동구,둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,37.5227235,127.1339426
101,강동구,강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",37.538274,127.14567
102,강동구,굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",37.5453366,127.1433679
103,강동구,강동암사DT,서울특별시 강동구 고덕로 43 (암사동),37.55504,127.1300647
104,강동구,강동구청DT,서울특별시 강동구 성내로 32 (성내동),37.5291389,127.1237922
105,강동구,명일역,서울특별시 강동구 양재대로 1647 (명일동),37.5502209,127.1500409
106,강북구,파라스파라서울,서울특별시 강북구 삼양로 689 (우이동) 파라스파라서울 지하1층,37.6649724,127.0077467
107,강북구,미아역,서울특별시 강북구 도봉로 196 (미아동),37.6276849,127.0260705
108,강북구,수유역,서울특별시 강북구 도봉로 342 (번동),37.6380167,127.026135
109,강북구,미아사거리역,서울특별시 강북구 도봉로 32 (미아동),37.611809,127.0306971
110,강북구,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동),37.6400187,127.0273281
111,강북구,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),37.6183622,127.0210925
112,강서구,강서구청사거리,서울특별시 강서구 화곡로 350 (화곡동),37.5547254,126.8520968
113,강서구,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동),37.5770275,126.8346202
114,강서구,강서NC,서울특별시 강서구 강서로56길 17 (등촌동),37.5599039,126.8405122
115,강서구,김포공항DT,서울특별시 강서구 개화동로 517 (방화동),37.5703721,126.8030747
116,강서구,마곡웰튼,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",37.5714215,126.8355464
117,강서구,내발산,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",37.5589929,126.8288187
118,강서구,가양역사거리,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",37.559882,126.8553509
119,강서구,등촌대로,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",37.5540319,126.8717993
120,강서구,강서우장산,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",37.5535944,126.8412653
121,강서구,화곡역8번출구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",37.5423366,126.8393178
122,강서구,까치산역,서울특별시 강서구 강서로13길 3 (화곡동),37.5316073,126.8454041
123,강서구,발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,37.5601723,126.8393026
124,강서구,염창역,서울특별시 강서구 공항대로 627 (염창동),37.547251,126.8745264
125,강서구,등촌,서울특별시 강서구 공항대로 329 (등촌동),37.558653,126.8532512
126,강서구,화곡동,서울특별시 강서구 화곡로 142(화곡동),37.5405337,126.8375885
127,강서구,양천향교역,서울특별시 강서구 강서로 463 (마곡동),37.5764888,126.8307466
128,강서구,화곡DT,서울특별시 강서구 등촌로 57 (화곡동),37.5350355,126.8631182
129,강서구,가양역,서울특별시 강서구 양천로 476 (등촌동),37.551791,126.8583459
130,강서구,마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",37.5712911,126.8369374
131,강서구,마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동),37.5751733,126.8280786
132,강서구,방화DT,서울특별시 강서구 방화대로 375 (방화동),37.5743389,126.8164145
133,강서구,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),37.5735074,126.8285405
134,강서구,우장산역,서울특별시 강서구 강서로 267 (내발산동),37.5546422,126.834636
135,강서구,마곡역,서울특별시 강서구 공항대로 168 (마곡동),37.5728809,126.8285073
136,강서구,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),37.5707835,126.82871
137,관악구,봉천역,서울특별시 관악구 남부순환로 1730 (봉천동),37.4820227,126.9422444
138,관악구,서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동),37.4811125,126.9513217
139,관악구,신림타임스트림,서울특별시 관악구 신림로 330 타임스트림 1층,37.4838735,126.9302332
140,관악구,신림,서울특별시 관악구 신림로 355-1 (신림동),37.4860587,126.9291581
141,관악구,신림사거리,서울특별시 관악구 남부순환로 1619 (신림동),37.4846038,126.9304905
142,관악구,보라매대교,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,37.4909895,126.9255211
143,관악구,사당,서울특별시 관악구 남부순환로 2082-25,37.4760091,126.9809985
144,관악구,낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동),37.4761693,126.9650053
145,관악구,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동),37.4815987,126.9522003
146,관악구,신림DT,서울특별시 관악구 남부순환로 1419 (신림동),37.4860743,126.9308822
147,관악구,관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동),37.4792703,126.9527981
148,관악구,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동),37.4776649,126.9611926
149,광진구,군자사거리,서울특별시 광진구 천호대로 549 (중곡동) 1층,37.5575666,127.079334
150,광진구,뚝섬유원지역,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",37.532985,127.0679062
151,광진구,자양이마트,서울특별시 광진구 아차산로 272 (자양동) 지하1층,37.5376127,127.0726183
152,광진구,중곡역,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",37.5604262,127.0917369
153,광진구,건대후문,서울특별시 광진구 능동로 172 (화양동),37.5477537,127.0714391
154,광진구,건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,37.5384449,127.0710527
155,광진구,광장,서울특별시 광진구 아차산로 537-17 (광장동),37.5552818,127.1127862
156,광진구,구의역,서울특별시 광진구 아차산로 373 (구의동),37.5466951,127.0914159
157,광진구,건대입구,서울특별시 광진구 능동로 107 (화양동),37.5460727,127.0722917
158,광진구,자양,서울특별시 광진구 능동로 50 (자양동),37.5354769,127.0691462
159,광진구,건대스타시티,서울특별시 광진구 아차산로 262 (자양동),37.5324005,127.0715809
